10000
100,;
5505,5606,;
5506,5607,;
5507,5608,;
5508,5609,;
5509,5610,;
5510,5611,;
5511,5612,;
5512,5613,;
5513,5614,;
5514,5615,;
5515,5616,;
5516,5617,;
5517,5618,;
5518,5619,;
5519,5620,;
5520,5621,;
5521,5622,;
5522,5623,;
5523,5624,;
5524,5625,;
5525,5626,;
5526,5627,;
5527,5628,;
5528,5629,;
5529,5630,;
5530,5631,;
5531,5632,;
5532,5633,;
5533,5634,;
5534,5635,;
5535,5636,;
5536,5637,;
5537,5638,;
5538,5639,;
5539,5640,;
5540,5641,;
5541,5642,;
5542,5643,;
5543,5644,;
5544,5645,;
5545,5646,;
5546,5647,;
5547,5648,;
5548,5649,;
5549,5551,5650,;
5552,5651,;
5553,5652,;
5554,5653,;
5555,5654,;
5556,5655,;
5557,5656,;
5558,5657,;
5559,5658,;
5560,5659,;
5561,5660,;
5562,5661,;
5563,5662,;
5564,5663,;
5565,5664,;
5566,5665,;
5567,5666,;
5568,5667,;
5569,5668,;
5570,5669,;
5571,5670,;
5572,5671,;
5573,5672,;
5574,5673,;
5575,5674,;
5576,5675,;
5577,5676,;
5578,5677,;
5579,5678,;
5580,5679,;
5581,5680,;
5582,5681,;
5583,5682,;
5584,5683,;
5585,5684,;
5586,5685,;
5587,5686,;
5588,5687,;
5589,5688,;
5590,5689,;
5591,5690,;
5592,5691,;
5593,5692,;
5594,5693,;
5595,5694,;
5596,5695,;
5597,5696,;
5598,5697,;
5599,5698,;
5699,;
5700,;
5600,5701,;
5601,5702,;
5602,5703,;
5603,5704,;
5604,5705,;
5605,5706,;
5606,5707,;
5607,5708,;
5608,5709,;
5609,5710,;
5610,5711,;
5611,5712,;
5612,5713,;
5613,5714,;
5614,5715,;
5615,5716,;
5616,5717,;
5617,5718,;
5618,5719,;
5619,5720,;
5620,5721,;
5621,5722,;
5622,5723,;
5623,5724,;
5624,5725,;
5625,5726,;
5626,5727,;
5627,5728,;
5628,5729,;
5629,5730,;
5630,5731,;
5631,5732,;
5632,5733,;
5633,5734,;
5634,5735,;
5635,5736,;
5636,5737,;
5637,5738,;
5638,5739,;
5639,5740,;
5640,5741,;
5641,5742,;
5642,5743,;
5643,5744,;
5644,5745,;
5645,5746,;
5646,5747,;
5647,5748,;
5648,5650,5749,;
5651,5750,;
5652,5751,;
5653,5752,;
5654,5753,;
5655,5754,;
5656,5755,;
5657,5756,;
5658,5757,;
5659,5758,;
5660,5759,;
5661,5760,;
5662,5761,;
5663,5762,;
5664,5763,;
5665,5764,;
5666,5765,;
5667,5766,;
5668,5767,;
5669,5768,;
5670,5769,;
5671,5770,;
5672,5771,;
5673,5772,;
5674,5773,;
5675,5774,;
5676,5775,;
5677,5776,;
5678,5777,;
5679,5778,;
5680,5779,;
5681,5780,;
5682,5781,;
5683,5782,;
5684,5783,;
5685,5784,;
5686,5785,;
5687,5786,;
5688,5787,;
5689,5788,;
5690,5789,;
5691,5790,;
5692,5791,;
5693,5792,;
5694,5793,;
5695,5794,;
5696,5795,;
5697,5796,;
5698,5797,;
5699,5798,;
5799,;
5800,;
5700,5801,;
5701,5802,;
5702,5803,;
5703,5804,;
5704,5805,;
5705,5806,;
5706,5807,;
5707,5808,;
5708,5809,;
5709,5810,;
5710,5811,;
5711,5812,;
5712,5813,;
5713,5814,;
5714,5815,;
5715,5816,;
5716,5817,;
5717,5818,;
5718,5819,;
5719,5820,;
5720,5821,;
5721,5822,;
5722,5823,;
5723,5824,;
5724,5825,;
5725,5826,;
5726,5827,;
5727,5828,;
5728,5829,;
5729,5830,;
5730,5831,;
5731,5832,;
5732,5833,;
5733,5834,;
5734,5835,;
5735,5836,;
5736,5837,;
5737,5838,;
5738,5839,;
5739,5840,;
5740,5841,;
5741,5842,;
5742,5843,;
5743,5844,;
5744,5845,;
5745,5846,;
5746,5847,;
5747,5848,;
5748,5750,5849,;
5751,5850,;
5752,5851,;
5753,5852,;
5754,5853,;
5755,5854,;
5756,5855,;
5757,5856,;
5758,5857,;
5759,5858,;
5760,5859,;
5761,5860,;
5762,5861,;
5763,5862,;
5764,5863,;
5765,5864,;
5766,5865,;
5767,5866,;
5768,5867,;
5769,5868,;
5770,5869,;
5771,5870,;
5772,5871,;
5773,5872,;
5774,5873,;
5775,5874,;
5776,5875,;
5777,5876,;
5778,5877,;
5779,5878,;
5780,5879,;
5781,5880,;
5782,5881,;
5783,5882,;
5784,5883,;
5785,5884,;
5786,5885,;
5787,5886,;
5788,5887,;
5789,5888,;
5790,5889,;
5791,5890,;
5792,5891,;
5793,5892,;
5794,5893,;
5795,5894,;
5796,5895,;
5797,5896,;
5798,5897,;
5799,5898,;
5899,;
5900,;
5800,5901,;
5801,5902,;
5802,5903,;
5803,5904,;
5804,5905,;
5805,5906,;
5806,5907,;
5807,5908,;
5808,5909,;
5809,5910,;
5810,5911,;
5811,5912,;
5812,5913,;
5813,5914,;
5814,5915,;
5815,5916,;
5816,5917,;
5817,5918,;
5818,5919,;
5819,5920,;
5820,5921,;
5821,5922,;
5822,5923,;
5823,5924,;
5824,5925,;
5825,5926,;
5826,5927,;
5827,5928,;
5828,5929,;
5829,5930,;
5830,5931,;
5831,5932,;
5832,5933,;
5833,5934,;
5834,5935,;
5835,5936,;
5836,5937,;
5837,5938,;
5838,5939,;
5839,5940,;
5840,5941,;
5841,5942,;
5842,5943,;
5843,5944,;
5844,5945,;
5845,5946,;
5846,5947,;
5847,5948,;
5848,5850,5949,;
5851,5950,;
5852,5951,;
5853,5952,;
5854,5953,;
5855,5954,;
5856,5955,;
5857,5956,;
5858,5957,;
5859,5958,;
5860,5959,;
5861,5960,;
5862,5961,;
5863,5962,;
5864,5963,;
5865,5964,;
5866,5965,;
5867,5966,;
5868,5967,;
5869,5968,;
5870,5969,;
5871,5970,;
5872,5971,;
5873,5972,;
5874,5973,;
5875,5974,;
5876,5975,;
5877,5976,;
5878,5977,;
5879,5978,;
5880,5979,;
5881,5980,;
5882,5981,;
5883,5982,;
5884,5983,;
5885,5984,;
5886,5985,;
5887,5986,;
5888,5987,;
5889,5988,;
5890,5989,;
5891,5990,;
5892,5991,;
5893,5992,;
5894,5993,;
5895,5994,;
5896,5995,;
5897,5996,;
5898,5997,;
5899,5998,;
5999,;
6000,;
5900,6001,;
5901,6002,;
5902,6003,;
5903,6004,;
5904,6005,;
5905,6006,;
5906,6007,;
5907,6008,;
5908,6009,;
5909,6010,;
5910,6011,;
5911,6012,;
5912,6013,;
5913,6014,;
5914,6015,;
5915,6016,;
5916,6017,;
5917,6018,;
5918,6019,;
5919,6020,;
5920,6021,;
5921,6022,;
5922,6023,;
5923,6024,;
5924,6025,;
5925,6026,;
5926,6027,;
5927,6028,;
5928,6029,;
5929,6030,;
5930,6031,;
5931,6032,;
5932,6033,;
5933,6034,;
5934,6035,;
5935,6036,;
5936,6037,;
5937,6038,;
5938,6039,;
5939,6040,;
5940,6041,;
5941,6042,;
5942,6043,;
5943,6044,;
5944,6045,;
5945,6046,;
5946,6047,;
5947,5949,6048,;
5950,6049,;
5951,6050,;
5952,6051,;
5953,6052,;
5954,6053,;
5955,6054,;
5956,6055,;
5957,6056,;
5958,6057,;
5959,6058,;
5960,6059,;
5961,6060,;
5962,6061,;
5963,6062,;
5964,6063,;
5965,6064,;
5966,6065,;
5967,6066,;
5968,6067,;
5969,6068,;
5970,6069,;
5971,6070,;
5972,6071,;
5973,6072,;
5974,6073,;
5975,6074,;
5976,6075,;
5977,6076,;
5978,6077,;
5979,6078,;
5980,6079,;
5981,6080,;
5982,6081,;
5983,6082,;
5984,6083,;
5985,6084,;
5986,6085,;
5987,6086,;
5988,6087,;
5989,6088,;
5990,6089,;
5991,6090,;
5992,6091,;
5993,6092,;
5994,6093,;
5995,6094,;
5996,6095,;
5997,6096,;
5998,6097,;
5999,6098,;
6099,;
6001,6100,;
6101,;
6001,6102,;
6002,6103,;
6003,6104,;
6004,6105,;
6005,6106,;
6006,6107,;
6007,6108,;
6008,6109,;
6009,6110,;
6010,6111,;
6011,6112,;
6012,6113,;
6013,6114,;
6014,6115,;
6015,6116,;
6016,6117,;
6017,6118,;
6018,6119,;
6019,6120,;
6020,6121,;
6021,6122,;
6022,6123,;
6023,6124,;
6024,6125,;
6025,6126,;
6026,6127,;
6027,6128,;
6028,6129,;
6029,6130,;
6030,6131,;
6031,6132,;
6032,6133,;
6033,6134,;
6034,6135,;
6035,6136,;
6036,6137,;
6037,6138,;
6038,6139,;
6039,6140,;
6040,6141,;
6041,6142,;
6042,6143,;
6043,6144,;
6044,6145,;
6045,6146,;
6046,6147,;
6047,6148,;
6048,6050,6149,;
6051,6150,;
6052,6151,;
6053,6152,;
6054,6153,;
6055,6154,;
6056,6155,;
6057,6156,;
6058,6157,;
6059,6158,;
6060,6159,;
6061,6160,;
6062,6161,;
6063,6162,;
6064,6163,;
6065,6164,;
6066,6165,;
6067,6166,;
6068,6167,;
6069,6168,;
6070,6169,;
6071,6170,;
6072,6171,;
6073,6172,;
6074,6173,;
6075,6174,;
6076,6175,;
6077,6176,;
6078,6177,;
6079,6178,;
6080,6179,;
6081,6180,;
6082,6181,;
6083,6182,;
6084,6183,;
6085,6184,;
6086,6185,;
6087,6186,;
6088,6187,;
6089,6188,;
6090,6189,;
6091,6190,;
6092,6191,;
6093,6192,;
6094,6193,;
6095,6194,;
6096,6195,;
6097,6196,;
6098,6197,;
6099,6198,;
6199,;
6200,;
6100,6201,;
6101,6202,;
6102,6203,;
6103,6204,;
6104,6205,;
6105,6206,;
6106,6207,;
6107,6208,;
6108,6209,;
6109,6210,;
6110,6211,;
6111,6212,;
6112,6213,;
6113,6214,;
6114,6215,;
6115,6216,;
6116,6217,;
6117,6218,;
6118,6219,;
6119,6220,;
6120,6221,;
6121,6222,;
6122,6223,;
6123,6224,;
6124,6225,;
6125,6226,;
6126,6227,;
6127,6228,;
6128,6229,;
6129,6230,;
6130,6231,;
6131,6232,;
6132,6233,;
6133,6234,;
6134,6235,;
6135,6236,;
6136,6237,;
6137,6238,;
6138,6239,;
6139,6240,;
6140,6241,;
6141,6242,;
6142,6243,;
6143,6244,;
6144,6245,;
6145,6246,;
6146,6247,;
6147,6248,;
6148,6249,;
6149,6151,6250,;
6152,6251,;
6153,6252,;
6154,6253,;
6155,6254,;
6156,6255,;
6157,6256,;
6158,6257,;
6159,6258,;
6160,6259,;
6161,6260,;
6162,6261,;
6163,6262,;
6164,6263,;
6165,6264,;
6166,6265,;
6167,6266,;
6168,6267,;
6169,6268,;
6170,6269,;
6171,6270,;
6172,6271,;
6173,6272,;
6174,6273,;
6175,6274,;
6176,6275,;
6177,6276,;
6178,6277,;
6179,6278,;
6180,6279,;
6181,6280,;
6182,6281,;
6183,6282,;
6184,6283,;
6185,6284,;
6186,6285,;
6187,6286,;
6188,6287,;
6189,6288,;
6190,6289,;
6191,6290,;
6192,6291,;
6193,6292,;
6194,6293,;
6195,6294,;
6196,6295,;
6197,6296,;
6198,6297,;
6199,6298,;
6299,;
6300,;
6200,6301,;
6201,6302,;
6202,6303,;
6203,6304,;
6204,6305,;
6205,6306,;
6206,6307,;
6207,6308,;
6208,6309,;
6209,6310,;
6210,6311,;
6211,6312,;
6212,6313,;
6213,6314,;
6214,6315,;
6215,6316,;
6216,6317,;
6217,6318,;
6218,6319,;
6219,6320,;
6220,6321,;
6221,6322,;
6222,6323,;
6223,6324,;
6224,6325,;
6225,6326,;
6226,6327,;
6227,6328,;
6228,6329,;
6229,6330,;
6230,6331,;
6231,6332,;
6232,6333,;
6233,6334,;
6234,6335,;
6235,6336,;
6236,6337,;
6237,6338,;
6238,6339,;
6239,6340,;
6240,6341,;
6241,6342,;
6242,6343,;
6243,6344,;
6244,6345,;
6245,6346,;
6246,6347,;
6247,6348,;
6248,6349,;
6249,6251,6350,;
6252,6351,;
6253,6352,;
6254,6353,;
6255,6354,;
6256,6355,;
6257,6356,;
6258,6357,;
6259,6358,;
6260,6359,;
6261,6360,;
6262,6361,;
6263,6362,;
6264,6363,;
6265,6364,;
6266,6365,;
6267,6366,;
6268,6367,;
6269,6368,;
6270,6369,;
6271,6370,;
6272,6371,;
6273,6372,;
6274,6373,;
6275,6374,;
6276,6375,;
6277,6376,;
6278,6377,;
6279,6378,;
6280,6379,;
6281,6380,;
6282,6381,;
6283,6382,;
6284,6383,;
6285,6384,;
6286,6385,;
6287,6386,;
6288,6387,;
6289,6388,;
6290,6389,;
6291,6390,;
6292,6391,;
6293,6392,;
6294,6393,;
6295,6394,;
6395,;
6295,6396,;
6296,6397,;
6297,6398,;
6298,6399,;
6400,;
6300,6401,;
6301,6402,;
6302,6403,;
6303,6404,;
6304,6405,;
6305,6406,;
6306,6407,;
6307,6408,;
6308,6409,;
6309,6410,;
6310,6411,;
6311,6412,;
6312,6413,;
6313,6414,;
6314,6415,;
6315,6416,;
6316,6417,;
6317,6418,;
6318,6419,;
6319,6420,;
6320,6421,;
6321,6422,;
6322,6423,;
6323,6424,;
6324,6425,;
6325,6426,;
6326,6427,;
6327,6428,;
6328,6429,;
6329,6430,;
6330,6431,;
6331,6432,;
6332,6433,;
6333,6434,;
6334,6435,;
6335,6436,;
6336,6437,;
6337,6438,;
6338,6439,;
6339,6440,;
6340,6441,;
6341,6442,;
6342,6443,;
6343,6444,;
6344,6445,;
6345,6446,;
6346,6447,;
6347,6448,;
6348,6449,;
6349,6351,6450,;
6352,6451,;
6353,6452,;
6354,6453,;
6355,6454,;
6356,6455,;
6357,6456,;
6358,6457,;
6359,6458,;
6360,6459,;
6361,6460,;
6362,6461,;
6363,6462,;
6364,6463,;
6365,6464,;
6366,6465,;
6367,6466,;
6368,6467,;
6369,6468,;
6370,6469,;
6371,6470,;
6372,6471,;
6373,6472,;
6374,6473,;
6375,6474,;
6376,6475,;
6377,6476,;
6378,6477,;
6379,6478,;
6380,6479,;
6381,6480,;
6382,6481,;
6383,6482,;
6384,6483,;
6385,6484,;
6386,6485,;
6387,6486,;
6388,6487,;
6389,6488,;
6390,6489,;
6391,6490,;
6392,6491,;
6393,6492,;
6394,6493,;
6494,;
6394,6495,;
6395,6496,;
6396,6497,;
6397,6498,;
6398,6499,;
6500,;
6400,6501,;
6401,6502,;
6402,6503,;
6403,6504,;
6404,6505,;
6405,6506,;
6406,6507,;
6407,6508,;
6408,6509,;
6409,6510,;
6410,6511,;
6411,6512,;
6412,6513,;
6413,6514,;
6414,6515,;
6415,6516,;
6416,6517,;
6417,6518,;
6418,6519,;
6419,6520,;
6420,6521,;
6421,6522,;
6422,6523,;
6423,6524,;
6424,6525,;
6425,6526,;
6426,6527,;
6427,6528,;
6428,6529,;
6429,6530,;
6430,6531,;
6431,6532,;
6432,6533,;
6433,6534,;
6434,6535,;
6435,6536,;
6436,6537,;
6437,6538,;
6438,6539,;
6439,6540,;
6440,6541,;
6441,6542,;
6442,6543,;
6443,6544,;
6444,6545,;
6445,6546,;
6446,6547,;
6447,6548,;
6448,6450,6549,;
6451,6550,;
6452,6551,;
6453,6552,;
6454,6553,;
6455,6554,;
6456,6555,;
6457,6556,;
6458,6557,;
6459,6558,;
6460,6559,;
6461,6560,;
6462,6561,;
6463,6562,;
6464,6563,;
6465,6564,;
6466,6565,;
6467,6566,;
6468,6567,;
6469,6568,;
6470,6569,;
6471,6570,;
6472,6571,;
6473,6572,;
6474,6573,;
6475,6574,;
6476,6575,;
6477,6576,;
6478,6577,;
6479,6578,;
6480,6579,;
6481,6580,;
6482,6581,;
6483,6582,;
6484,6583,;
6485,6584,;
6486,6585,;
6487,6586,;
6488,6587,;
6489,6588,;
6490,6589,;
6491,6590,;
6492,6591,;
6493,6592,;
6494,6593,;
6594,;
6494,6595,;
6495,6596,;
6496,6597,;
6497,6598,;
6498,6599,;
6600,;
6500,6601,;
6501,6602,;
6502,6603,;
6503,6604,;
6504,6506,6605,;
6507,6606,;
6508,6607,;
6509,6608,;
6609,;
6509,6610,;
6510,6611,;
6511,6612,;
6512,6613,;
6513,6614,;
6514,6615,;
6515,6616,;
6516,6617,;
6517,6618,;
6518,6619,;
6519,6620,;
6520,6621,;
6521,6622,;
6522,6623,;
6523,6624,;
6524,6625,;
6525,6626,;
6526,6627,;
6527,6628,;
6528,6629,;
6529,6630,;
6530,6631,;
6531,6632,;
6532,6633,;
6533,6634,;
6534,6635,;
6535,6636,;
6536,6637,;
6537,6638,;
6538,6639,;
6539,6640,;
6540,6641,;
6541,6642,;
6542,6643,;
6543,6644,;
6544,6645,;
6545,6646,;
6546,6647,;
6547,6549,6648,;
6550,6649,;
6551,6650,;
6552,6651,;
6553,6652,;
6554,6653,;
6555,6654,;
6556,6655,;
6557,6656,;
6558,6657,;
6559,6658,;
6560,6659,;
6561,6660,;
6562,6661,;
6563,6662,;
6564,6663,;
6565,6664,;
6566,6665,;
6567,6666,;
6568,6667,;
6569,6668,;
6570,6669,;
6571,6670,;
6572,6671,;
6573,6672,;
6574,6673,;
6575,6674,;
6576,6675,;
6577,6676,;
6578,6677,;
6579,6678,;
6580,6679,;
6581,6680,;
6582,6681,;
6583,6682,;
6584,6683,;
6585,6684,;
6586,6685,;
6587,6686,;
6588,6687,;
6589,6688,;
6590,6689,;
6591,6690,;
6592,6691,;
6593,6692,;
6594,6693,;
6694,;
6594,6695,;
6595,6696,;
6596,6697,;
6597,6698,;
6598,6699,;
6700,;
6600,6701,;
6601,6603,6702,;
6604,6703,;
6605,6704,;
6606,6705,;
6607,6706,;
6608,6707,;
6609,6708,;
6610,6709,;
6611,6710,;
6711,;
6611,6712,;
6612,6614,6713,;
6615,6714,;
6616,6715,;
6617,6716,;
6618,6717,;
6619,6718,;
6620,6719,;
6720,;
6620,6721,;
6621,6722,;
6622,6723,;
6623,6724,;
6624,6725,;
6625,6726,;
6626,6727,;
6627,6728,;
6628,6729,;
6629,6730,;
6630,6731,;
6631,6732,;
6632,6733,;
6633,6734,;
6634,6735,;
6635,6736,;
6636,6737,;
6637,6738,;
6638,6739,;
6639,6740,;
6640,6741,;
6641,6742,;
6642,6743,;
6643,6744,;
6644,6745,;
6645,6746,;
6646,6648,6747,;
6649,6748,;
6650,6749,;
6651,6750,;
6652,6751,;
6653,6752,;
6654,6753,;
6655,6754,;
6656,6755,;
6657,6756,;
6658,6757,;
6659,6758,;
6660,6759,;
6661,6760,;
6662,6761,;
6663,6762,;
6664,6763,;
6665,6764,;
6666,6765,;
6667,6766,;
6668,6767,;
6669,6768,;
6670,6769,;
6671,6770,;
6672,6771,;
6673,6772,;
6674,6773,;
6675,6774,;
6676,6775,;
6677,6776,;
6678,6777,;
6679,6778,;
6680,6779,;
6681,6780,;
6682,6781,;
6683,6782,;
6684,6783,;
6685,6784,;
6686,6785,;
6786,;
6686,6787,;
6687,6788,;
6688,6789,;
6689,6790,;
6690,6791,;
6691,6792,;
6692,6793,;
6693,6794,;
6694,6795,;
6695,6796,;
6696,6797,;
6697,6798,;
6698,6799,;
6701,6800,;
6702,6801,;
6703,6802,;
6704,6803,;
6705,6804,;
6706,6805,;
6707,6806,;
6708,6807,;
6709,6808,;
6710,6809,;
6711,6810,;
6712,6811,;
6713,6812,;
6714,6813,;
6715,6814,;
6716,6815,;
6717,6816,;
6718,6817,;
6719,6818,;
6720,6819,;
6721,6820,;
6821,;
6721,6822,;
6722,6823,;
6723,6824,;
6724,6825,;
6725,6826,;
6726,6827,;
6727,6828,;
6728,6829,;
6729,6830,;
6730,6831,;
6731,6832,;
6732,6833,;
6733,6834,;
6734,6835,;
6735,6836,;
6736,6837,;
6737,6838,;
6738,6839,;
6739,6840,;
6740,6841,;
6741,6842,;
6742,6843,;
6743,6844,;
6744,6845,;
6745,6846,;
6746,6847,;
6747,6848,;
6748,6750,6849,;
6751,6850,;
6752,6851,;
6753,6852,;
6754,6853,;
6755,6854,;
6756,6855,;
6757,6856,;
6758,6857,;
6759,6858,;
6760,6859,;
6761,6860,;
6762,6861,;
6763,6862,;
6764,6863,;
6765,6864,;
6766,6865,;
6767,6866,;
6768,6867,;
6769,6868,;
6770,6869,;
6771,6870,;
6772,6871,;
6773,6872,;
6774,6873,;
6775,6874,;
6776,6875,;
6777,6876,;
6778,6877,;
6779,6878,;
6780,6879,;
6781,6880,;
6881,;
6781,6882,;
6782,6883,;
6783,6884,;
6784,6885,;
6785,6886,;
6786,6887,;
6787,6888,;
6788,6889,;
6789,6890,;
6790,6891,;
6791,6892,;
6792,6893,;
6793,6894,;
6794,6895,;
6795,6896,;
6796,6897,;
6797,6898,;
6798,6899,;
6801,6900,;
6802,6901,;
6803,6902,;
6804,6903,;
6805,6904,;
6806,6905,;
6807,6906,;
6808,6907,;
6809,6908,;
6810,6909,;
6811,6910,;
6812,6911,;
6813,6912,;
6814,6913,;
6815,6914,;
6816,6915,;
6817,6916,;
6818,6917,;
6819,6918,;
6820,6919,;
6821,6920,;
6822,6921,;
6922,;
6822,6923,;
6823,6924,;
6824,6925,;
6825,6926,;
6826,6927,;
6827,6928,;
6828,6929,;
6829,6930,;
6830,6931,;
6831,6932,;
6832,6933,;
6833,6934,;
6834,6935,;
6835,6936,;
6836,6937,;
6837,6938,;
6838,6939,;
6839,6940,;
6840,6941,;
6841,6942,;
6842,6943,;
6843,6944,;
6844,6945,;
6845,6946,;
6846,6947,;
6847,6948,;
6848,6949,;
6849,6851,6950,;
6852,6951,;
6853,6952,;
6854,6953,;
6855,6954,;
6856,6955,;
6857,6956,;
6858,6957,;
6859,6958,;
6860,6959,;
6861,6960,;
6862,6961,;
6863,6962,;
6864,6963,;
6865,6964,;
6866,6965,;
6867,6966,;
6868,6967,;
6869,6968,;
6870,6969,;
6871,6970,;
6872,6971,;
6873,6972,;
6874,6973,;
6875,6974,;
6876,6975,;
6877,6976,;
6878,6977,;
6879,6978,;
6979,;
6879,6980,;
6880,6981,;
6881,6982,;
6882,6983,;
6883,6984,;
6884,6985,;
6885,6986,;
6886,6987,;
6887,6988,;
6888,6989,;
6889,6990,;
6890,6991,;
6891,6992,;
6892,6993,;
6893,6994,;
6894,6995,;
6895,6996,;
6896,6997,;
6897,6899,6998,;
6999,;
6901,7000,;
6902,7001,;
6903,7002,;
6904,7003,;
6905,7004,;
6906,7005,;
6907,7006,;
6908,7007,;
6909,7008,;
6910,7009,;
6911,7010,;
6912,7011,;
6913,7012,;
6914,7013,;
6915,7014,;
6916,7015,;
6917,7016,;
6918,7017,;
6919,7018,;
6920,7019,;
6921,7020,;
6922,7021,;
6923,7022,;
7023,;
6923,7024,;
6924,7025,;
6925,7026,;
6926,7027,;
6927,7028,;
6928,7029,;
6929,7030,;
6930,7031,;
6931,7032,;
6932,7033,;
6933,7034,;
6934,7035,;
6935,7036,;
6936,7037,;
6937,7038,;
6938,7039,;
6939,7040,;
6940,7041,;
6941,7042,;
6942,7043,;
6943,7044,;
6944,7045,;
6945,7046,;
6946,7047,;
6947,7048,;
6948,7049,;
6949,6951,7050,;
6952,7051,;
6953,7052,;
6954,7053,;
6955,7054,;
6956,7055,;
6957,7056,;
6958,7057,;
6959,7058,;
6960,7059,;
6961,7060,;
6962,7061,;
6963,7062,;
6964,7063,;
6965,7064,;
6966,7065,;
6967,7066,;
6968,7067,;
6969,7068,;
6970,7069,;
6971,7070,;
6972,7071,;
6973,7072,;
6974,7073,;
6975,7074,;
6976,7075,;
6977,7076,;
7077,;
6977,7078,;
6978,7079,;
6979,7080,;
6980,7081,;
6981,7082,;
6982,7083,;
6983,7084,;
6984,7085,;
6985,7086,;
6986,7087,;
6987,7088,;
6988,7089,;
6989,7090,;
6990,7091,;
6991,7092,;
6992,7093,;
6993,7094,;
6994,7095,;
6995,7096,;
6996,7097,;
6997,6999,7098,;
7099,;
7001,7100,;
7002,7101,;
7003,7102,;
7004,7103,;
7005,7104,;
7006,7105,;
7007,7106,;
7008,7107,;
7009,7108,;
7010,7109,;
7011,7110,;
7012,7111,;
7013,7112,;
7014,7113,;
7015,7114,;
7016,7115,;
7017,7116,;
7018,7117,;
7019,7118,;
7020,7119,;
7021,7120,;
7022,7121,;
7023,7122,;
7123,;
7023,7124,;
7024,7125,;
7025,7126,;
7026,7127,;
7027,7128,;
7028,7129,;
7029,7130,;
7030,7131,;
7031,7132,;
7032,7133,;
7033,7134,;
7034,7135,;
7035,7136,;
7036,7137,;
7037,7138,;
7038,7139,;
7039,7140,;
7040,7141,;
7041,7142,;
7042,7143,;
7043,7144,;
7044,7145,;
7045,7146,;
7046,7147,;
7047,7148,;
7048,7149,;
7049,7051,7150,;
7052,7151,;
7053,7152,;
7054,7153,;
7055,7154,;
7056,7155,;
7057,7156,;
7058,7157,;
7059,7158,;
7060,7159,;
7061,7160,;
7062,7161,;
7063,7162,;
7064,7163,;
7065,7164,;
7066,7165,;
7067,7166,;
7068,7167,;
7069,7168,;
7070,7169,;
7071,7170,;
7072,7171,;
7073,7172,;
7074,7173,;
7075,7174,;
7175,;
7075,7176,;
7076,7177,;
7077,7178,;
7078,7179,;
7079,7180,;
7080,7181,;
7081,7182,;
7082,7183,;
7083,7184,;
7084,7185,;
7085,7186,;
7086,7187,;
7087,7188,;
7088,7189,;
7089,7190,;
7090,7191,;
7091,7192,;
7092,7193,;
7093,7194,;
7094,7195,;
7095,7196,;
7096,7098,7197,;
7099,7198,;
7199,;
7101,7200,;
7102,7201,;
7103,7202,;
7104,7203,;
7105,7204,;
7106,7205,;
7107,7206,;
7108,7207,;
7109,7208,;
7110,7209,;
7111,7210,;
7112,7211,;
7113,7212,;
7114,7213,;
7115,7214,;
7116,7215,;
7117,7216,;
7118,7217,;
7119,7218,;
7120,7219,;
7121,7220,;
7122,7221,;
7123,7222,;
7124,7223,;
7224,;
7124,7225,;
7125,7226,;
7126,7227,;
7127,7228,;
7128,7229,;
7129,7230,;
7130,7231,;
7131,7232,;
7132,7233,;
7133,7234,;
7134,7235,;
7135,7236,;
7136,7237,;
7137,7238,;
7138,7239,;
7139,7240,;
7140,7241,;
7141,7242,;
7142,7243,;
7143,7244,;
7144,7245,;
7145,7246,;
7146,7247,;
7147,7248,;
7148,7249,;
7149,7250,;
7150,7152,7251,;
7153,7252,;
7154,7253,;
7155,7254,;
7156,7255,;
7157,7256,;
7158,7257,;
7159,7258,;
7160,7259,;
7161,7260,;
7162,7261,;
7163,7262,;
7164,7263,;
7165,7264,;
7166,7265,;
7167,7266,;
7168,7267,;
7169,7268,;
7170,7269,;
7171,7270,;
7172,7271,;
7173,7272,;
7174,7273,;
7175,7274,;
7275,;
7175,7276,;
7176,7277,;
7177,7278,;
7178,7279,;
7179,7280,;
7180,7281,;
7181,7282,;
7182,7283,;
7183,7284,;
7184,7285,;
7185,7286,;
7186,7287,;
7187,7288,;
7188,7289,;
7189,7290,;
7190,7291,;
7191,7292,;
7192,7293,;
7193,7294,;
7194,7295,;
7195,7296,;
7196,7297,;
7197,7298,;
7198,7299,;
7201,7300,;
7202,7301,;
7203,7302,;
7204,7303,;
7205,7304,;
7206,7305,;
7207,7306,;
7208,7307,;
7209,7308,;
7210,7309,;
7211,7310,;
7212,7311,;
7213,7312,;
7214,7313,;
7215,7314,;
7216,7315,;
7217,7316,;
7218,7317,;
7219,7318,;
7220,7319,;
7221,7320,;
7222,7321,;
7223,7322,;
7224,7323,;
7324,;
7224,7325,;
7225,7326,;
7226,7327,;
7227,7328,;
7228,7329,;
7229,7330,;
7230,7331,;
7231,7332,;
7232,7333,;
7233,7334,;
7234,7335,;
7235,7336,;
7236,7337,;
7237,7338,;
7238,7339,;
7239,7340,;
7240,7341,;
7241,7342,;
7242,7343,;
7243,7344,;
7244,7345,;
7245,7346,;
7246,7347,;
7247,7348,;
7248,7349,;
7249,7251,7350,;
7252,7351,;
7253,7352,;
7254,7353,;
7255,7354,;
7256,7355,;
7257,7356,;
7258,7357,;
7259,7358,;
7260,7359,;
7261,7360,;
